Prefecture,Sub-Pref,Municipality-Large,Municipality-Small,num_ref,num_points
福島県,,大沼郡,昭和村,07446,10
福島県,,石川郡,浅川町,07504,10
福島県,,田村郡,小野町,07522,10
福島県,,相馬郡,新地町,07561,10
埼玉県,,児玉郡,上里町,11385,10
富山県,,中新川郡,舟橋村,16321,10
山梨県,,南巨摩郡,富士川町,19368,10
長野県,,下高井郡,野沢温泉村,20563,10
京都府,,相楽郡,南山城村,26367,10
大阪府,,南河内郡,千早赤阪村,27383,10
兵庫県,,,小野市,28218,10
和歌山県,,,田辺市,30206,10
徳島県,,板野郡,松茂町,36401,10
徳島県,,板野郡,藍住町,36403,10
愛媛県,,北宇和郡,松野町,38484,10
佐賀県,,,鳥栖市,41203,10
熊本県,,,山鹿市,43208,10
熊本県,,球磨郡,湯前町,43506,10
大分県,,,日田市,44204,10
鹿児島県,,熊毛郡,中種子町,46501,10
北海道,上川総合振興局,上川郡,剣淵町,01465,11
北海道,留萌振興局,苫前郡,羽幌町,01484,11
北海道,オホーツク総合振興局,斜里郡,清里町,01546,11
北海道,日高振興局,幌泉郡,えりも町,01609,11
岩手県,,九戸郡,洋野町,03507,11
宮城県,,,名取市,04207,11
福島県,,双葉郡,広野町,07541,11
群馬県,,邑楽郡,邑楽町,10525,11
埼玉県,,,幸手市,11240,11
埼玉県,,秩父郡,皆野町,11362,11
千葉県,,長生郡,一宮町,12421,11
千葉県,,夷隅郡,御宿町,12443,11
東京都,,,小金井市,13210,11
東京都,,,福生市,13218,11
新潟県,,南魚沼郡,湯沢町,15461,11
山梨県,,中巨摩郡,昭和町,19384,11
長野県,,下伊那郡,売木村,20412,11
長野県,,上高井郡,小布施町,20541,11
岐阜県,,,飛騨市,21217,11
岐阜県,,不破郡,垂井町,21361,11
岐阜県,,加茂郡,坂祝町,21501,11
静岡県,,,下田市,22219,11
三重県,,,鈴鹿市,24207,11
三重県,,,伊賀市,24216,11
京都府,,,綾部市,26203,11
大阪府,,南河内郡,太子町,27381,11
奈良県,,吉野郡,川上村,29452,11
広島県,,豊田郡,大崎上島町,34431,11
宮崎県,,東臼杵郡,諸塚村,45429,11
鹿児島県,,曽於郡,大崎町,46468,11
鹿児島県,,大島郡,大和村,46523,11
北海道,渡島総合振興局,亀田郡,七飯町,01337,12
北海道,渡島総合振興局,茅部郡,鹿部町,01343,12
岩手県,,,奥州市,03215,12
岩手県,,九戸郡,軽米町,03501,12
岩手県,,九戸郡,九戸村,03506,12
秋田県,,鹿角郡,小坂町,05303,12
福島県,,,白河市,07205,12
福島県,,石川郡,玉川村,07502,12
群馬県,,多野郡,上野村,10366,12
埼玉県,,さいたま市,南区,11108,12
埼玉県,,,白岡市,11246,12
埼玉県,,秩父郡,小鹿野町,11365,12
埼玉県,,北葛飾郡,杉戸町,11464,12
東京都,,,練馬区,13120,12
長野県,,上伊那郡,南箕輪村,20385,12
長野県,,上水内郡,信濃町,20583,12
岐阜県,,加茂郡,富加町,21502,12
岐阜県,,加茂郡,川辺町,21503,12
岐阜県,,加茂郡,八百津町,21505,12
静岡県,,賀茂郡,南伊豆町,22304,12
愛知県,,名古屋市,東区,23102,12
愛知県,,,一宮市,23203,12
愛知県,,海部郡,大治町,23424,12
滋賀県,,犬上郡,甲良町,25442,12
兵庫県,,,丹波市,28223,12
奈良県,,吉野郡,黒滝村,29444,12
福岡県,,,大川市,40212,12
宮崎県,,東臼杵郡,椎葉村,45430,12
鹿児島県,,肝属郡,肝付町,46492,12
沖縄県,,島尻郡,南風原町,47350,12
北海道,石狩振興局,札幌市,西区,01107,13
北海道,上川総合振興局,上川郡,愛別町,01456,13
岩手県,,,大船渡市,03203,13
宮城県,,黒川郡,大郷町,04422,13
秋田県,,山本郡,八峰町,05349,13
秋田県,,南秋田郡,五城目町,05361,13
山形県,,最上郡,金山町,06361,13
山形県,,最上郡,鮭川村,06366,13
福島県,,南会津郡,檜枝岐村,07364,13
福島県,,双葉郡,楢葉町,07542,13
群馬県,,甘楽郡,甘楽町,10384,13
群馬県,,吾妻郡,長野原町,10424,13
千葉県,,,富里市,12233,13
東京都,,,三鷹市,13204,13
東京都,,西多摩郡,檜原村,13307,13
神奈川県,,足柄上郡,開成町,14366,13
愛知県,,,小牧市,23219,13
京都府,,京都市,下京区,26106,13
大阪府,,堺市,南区,27145,13
兵庫県,,神崎郡,福崎町,28443,13
鳥取県,,西伯郡,日吉津村,31384,13
広島県,,広島市,佐伯区,34108,13
香川県,,木田郡,三木町,37341,13
高知県,,高岡郡,日高村,39410,13
高知県,,幡多郡,三原村,39427,13
佐賀県,,藤津郡,太良町,41441,13
長崎県,,西彼杵郡,長与町,42307,13
鹿児島県,,大島郡,宇検村,46524,13
北海道,胆振総合振興局,,苫小牧市,01213,14
北海道,上川総合振興局,中川郡,中川町,01471,14
北海道,宗谷総合振興局,宗谷郡,猿払村,01511,14
山形県,,最上郡,最上町,06362,14
山形県,,最上郡,戸沢村,06367,14
茨城県,,,土浦市,08203,14
群馬県,,甘楽郡,南牧村,10383,14
群馬県,,利根郡,片品村,10443,14
東京都,,大島支庁,大島町,13361,14
神奈川県,,横浜市,緑区,14113,14
山梨県,,南都留郡,富士河口湖町,19430,14
愛知県,,名古屋市,名東区,23115,14
三重県,,南牟婁郡,御浜町,24561,14
京都府,,,城陽市,26207,14
京都府,,久世郡,久御山町,26322,14
京都府,,与謝郡,与謝野町,26465,14
奈良県,,吉野郡,野迫川村,29447,14
徳島県,,板野郡,上板町,36405,14
宮崎県,,西臼杵郡,高千穂町,45441,14
沖縄県,,国頭郡,恩納村,47311,14
沖縄県,,中頭郡,北中城村,47327,14
北海道,上川総合振興局,上川郡,下川町,01468,15
青森県,,南津軽郡,大鰐町,02362,15
青森県,,上北郡,六ヶ所村,02411,15
岩手県,,和賀郡,西和賀町,03366,15
秋田県,,南秋田郡,井川町,05366,15
山形県,,最上郡,真室川町,06364,15
千葉県,,長生郡,白子町,12424,15
東京都,,大島支庁,新島村,13363,15
神奈川県,,愛甲郡,愛川町,14401,15
新潟県,,新潟市,江南区,15104,15
新潟県,,新潟市,南区,15106,15
石川県,,能美郡,川北町,17324,15
山梨県,,,上野原市,19212,15
長野県,,下伊那郡,喬木村,20415,15
愛知県,,海部郡,蟹江町,23425,15
京都府,,,八幡市,26210,15
岡山県,,和気郡,和気町,33346,15
徳島県,,美馬郡,つるぎ町,36468,15
長崎県,,,西海市,42212,15
長崎県,,北松浦郡,小値賀町,42383,15
宮崎県,,,都城市,45202,15
鹿児島県,,大島郡,龍郷町,46527,15
北海道,オホーツク総合振興局,斜里郡,小清水町,01547,16
北海道,オホーツク総合振興局,常呂郡,置戸町,01550,16
青森県,,上北郡,六戸町,02405,16
青森県,,下北郡,東通村,02424,16
宮城県,,亘理郡,山元町,04362,16
栃木県,,,佐野市,09204,16
群馬県,,吾妻郡,嬬恋村,10425,16
群馬県,,邑楽郡,明和町,10522,16
千葉県,,,習志野市,12216,16
東京都,,,立川市,13202,16
神奈川県,,横浜市,南区,14105,16
新潟県,,新潟市,西蒲区,15108,16
長野県,,下伊那郡,泰阜村,20414,16
岐阜県,,加茂郡,七宗町,21504,16
三重県,,南牟婁郡,紀宝町,24562,16
滋賀県,,犬上郡,豊郷町,25441,16
大阪府,,大阪市,西淀川区,27113,16
大阪府,,,四條畷市,27229,16
兵庫県,,神崎郡,神河町,28446,16
奈良県,,生駒郡,斑鳩町,29344,16
徳島県,,海部郡,美波町,36387,16
徳島県,,板野郡,板野町,36404,16
高知県,,,室戸市,39202,16
高知県,,,土佐市,39205,16
鹿児島県,,,鹿屋市,46203,16
鹿児島県,,大島郡,伊仙町,46532,16
沖縄県,,国頭郡,大宜味村,47302,16
北海道,渡島総合振興局,松前郡,福島町,01332,17
北海道,空知総合振興局,雨竜郡,秩父別町,01434,17
北海道,宗谷総合振興局,枝幸郡,中頓別町,01513,17
青森県,,三戸郡,三戸町,02441,17
秋田県,,北秋田郡,上小阿仁村,05327,17
茨城県,,猿島郡,五霞町,08542,17
千葉県,,,松戸市,12207,17
千葉県,,長生郡,睦沢町,12422,17
千葉県,,安房郡,鋸南町,12463,17
福井県,,三方上中郡,若狭町,18501,17
長野県,,下伊那郡,阿南町,20404,17
京都府,,与謝郡,伊根町,26463,17
島根県,,鹿足郡,津和野町,32501,17
高知県,,安芸郡,安田町,39304,17
長崎県,,東彼杵郡,川棚町,42322,17
鹿児島県,,,西之表市,46213,17
鹿児島県,,大島郡,徳之島町,46530,17
沖縄県,,中頭郡,中城村,47328,17
北海道,留萌振興局,苫前郡,苫前町,01483,18
青森県,,北津軽郡,中泊町,02387,18
秋田県,,,潟上市,05211,18
山形県,,北村山郡,大石田町,06341,18
群馬県,,多野郡,神流町,10367,18
埼玉県,,比企郡,ときがわ町,11349,18
神奈川県,,横浜市,旭区,14112,18
神奈川県,,相模原市,緑区,14151,18
新潟県,,中魚沼郡,津南町,15482,18
長野県,,,松本市,20202,18
長野県,,,上田市,20203,18
岐阜県,,安八郡,輪之内町,21382,18
岐阜県,,大野郡,白川村,21604,18
愛知県,,額田郡,幸田町,23501,18
島根県,,隠岐郡,海士町,32525,18
岡山県,,真庭郡,新庄村,33586,18
愛媛県,,,西予市,38214,18
熊本県,,菊池郡,大津町,43403,18
宮崎県,,,えびの市,45209,18
鹿児島県,,,志布志市,46221,18
鹿児島県,,鹿児島郡,十島村,46304,18
北海道,渡島総合振興局,上磯郡,木古内町,01334,19
福島県,,大沼郡,三島町,07444,19
埼玉県,,さいたま市,北区,11102,19
埼玉県,,,鶴ヶ島市,11241,19
千葉県,,長生郡,長生村,12423,19
神奈川県,,横浜市,金沢区,14108,19
長野県,,上水内郡,飯綱町,20590,19
奈良県,,吉野郡,東吉野村,29453,19
岡山県,,小田郡,矢掛町,33461,19
岡山県,,英田郡,西粟倉村,33643,19
香川県,,,観音寺市,37205,19
愛媛県,,,西条市,38206,19
福岡県,,糟屋郡,新宮町,40345,19
宮崎県,,,小林市,45205,19
沖縄県,,国頭郡,今帰仁村,47306,19
北海道,空知総合振興局,雨竜郡,雨竜町,01436,20
北海道,上川総合振興局,上川郡,和寒町,01464,20
北海道,宗谷総合振興局,利尻郡,利尻町,01518,20
青森県,,南津軽郡,田舎館村,02367,20
埼玉県,,児玉郡,神川町,11383,20
山梨県,,,南アルプス市,19208,20
岐阜県,,,高山市,21203,20
岐阜県,,可児郡,御嵩町,21521,20
静岡県,,田方郡,函南町,22325,20
愛知県,,,高浜市,23227,20
三重県,,桑名郡,木曽岬町,24303,20
大阪府,,,阪南市,27232,20
香川県,,綾歌郡,綾川町,37387,20
長崎県,,東彼杵郡,波佐見町,42323,20
大分県,,,中津市,44203,20
鹿児島県,,肝属郡,南大隅町,46491,20
鹿児島県,,大島郡,和泊町,46533,20
鹿児島県,,大島郡,知名町,46534,20
沖縄県,,中頭郡,読谷村,47324,20
沖縄県,,中頭郡,北谷町,47326,20
北海道,留萌振興局,天塩郡,遠別町,01486,21
岩手県,,下閉伊郡,山田町,03482,21
福島県,,相馬郡,飯舘村,07564,21
茨城県,,,水戸市,08201,21
埼玉県,,比企郡,嵐山町,11342,21
埼玉県,,南埼玉郡,宮代町,11442,21
神奈川県,,横浜市,栄区,14115,21
神奈川県,,横浜市,泉区,14116,21
山梨県,,,中央市,19214,21
愛知県,,北設楽郡,設楽町,23561,21
三重県,,,松阪市,24204,21
鳥取県,,日野郡,江府町,31403,21
熊本県,,,菊池市,43210,21
北海道,宗谷総合振興局,利尻郡,利尻富士町,01519,22
岩手県,,岩手郡,岩手町,03303,22
山形県,,西置賜郡,飯豊町,06403,22
茨城県,,,小美玉市,08236,22
群馬県,,甘楽郡,下仁田町,10382,22
東京都,,西多摩郡,瑞穂町,13303,22
神奈川県,,,三浦市,14210,22
長野県,,木曽郡,南木曽町,20423,22
愛知県,,,岡崎市,23202,22
三重県,,北牟婁郡,紀北町,24543,22
愛媛県,,越智郡,上島町,38356,22
高知県,,高岡郡,佐川町,39402,22
福岡県,,,久留米市,40203,22
熊本県,,球磨郡,錦町,43501,22
大分県,,,大分市,44201,22
宮崎県,,,日向市,45206,22
青森県,,西津軽郡,深浦町,02323,23
青森県,,三戸郡,階上町,02446,23
岩手県,,,八幡平市,03214,23
茨城県,,,桜川市,08231,23
群馬県,,吾妻郡,東吾妻町,10429,23
埼玉県,,,吉川市,11243,23
東京都,,三宅支庁,三宅村,13381,23
神奈川県,,,横須賀市,14201,23
福井県,,,鯖江市,18207,23
岐阜県,,,美濃加茂市,21211,23
岐阜県,,,各務原市,21213,23
奈良県,,吉野郡,大淀町,29442,23
奈良県,,吉野郡,天川村,29446,23
長崎県,,東彼杵郡,東彼杵町,42321,23
熊本県,,上益城郡,御船町,43441,23
沖縄県,,国頭郡,国頭村,47301,23
沖縄県,,中頭郡,西原町,47329,23
沖縄県,,島尻郡,八重瀬町,47362,23
北海道,上川総合振興局,雨竜郡,幌加内町,01472,24
北海道,オホーツク総合振興局,常呂郡,佐呂間町,01552,24
青森県,,北津軽郡,鶴田町,02384,24
栃木県,,,下野市,09216,24
群馬県,,,伊勢崎市,10204,24
群馬県,,,太田市,10205,24
埼玉県,,,鴻巣市,11217,24
埼玉県,,北葛飾郡,松伏町,11465,24
山梨県,,,甲州市,19213,24
長野県,,下高井郡,山ノ内町,20561,24
大阪府,,,和泉市,27219,24
大阪府,,,泉南市,27228,24
奈良県,,,宇陀市,29212,24
奈良県,,高市郡,高取町,29401,24
島根県,,邑智郡,川本町,32441,24
香川県,,,三豊市,37208,24
北海道,根室振興局,,根室市,01223,25
北海道,檜山振興局,奥尻郡,奥尻町,01367,25
北海道,上川総合振興局,上川郡,上川町,01457,25
北海道,留萌振興局,留萌郡,小平町,01482,25
北海道,オホーツク総合振興局,網走郡,津別町,01544,25
北海道,日高振興局,様似郡,様似町,01608,25
宮城県,,,角田市,04208,25
秋田県,,山本郡,三種町,05348,25
埼玉県,,比企郡,鳩山町,11348,25
東京都,,,昭島市,13207,25
石川県,,,野々市市,17212,25
山梨県,,,山梨市,19205,25
奈良県,,山辺郡,山添村,29322,25
和歌山県,,西牟婁郡,すさみ町,30406,25
岡山県,,,赤磐市,33213,25
長崎県,,,佐世保市,42202,25
長崎県,,北松浦郡,佐々町,42391,25
鹿児島県,,熊毛郡,屋久島町,46505,25
北海道,オホーツク総合振興局,紋別郡,雄武町,01563,26
北海道,根室振興局,目梨郡,羅臼町,01694,26
岩手県,,二戸郡,一戸町,03524,26
宮城県,,宮城郡,七ヶ浜町,04404,26
茨城県,,,筑西市,08227,26
茨城県,,猿島郡,境町,08546,26
栃木県,,塩谷郡,塩谷町,09384,26
静岡県,,,御前崎市,22223,26
大阪府,,泉北郡,忠岡町,27341,26
兵庫県,,,朝来市,28225,26
兵庫県,,神崎郡,市川町,28442,26
広島県,,,竹原市,34203,26
高知県,,高岡郡,津野町,39411,26
沖縄県,,島尻郡,久米島町,47361,26
北海道,オホーツク総合振興局,網走郡,大空町,01564,27
北海道,胆振総合振興局,勇払郡,安平町,01585,27
青森県,,,弘前市,02202,27
青森県,,三戸郡,南部町,02445,27
福島県,,大沼郡,金山町,07445,27
茨城県,,東茨城郡,大洗町,08309,27
千葉県,,,八街市,12230,27
千葉県,,長生郡,長柄町,12426,27
福井県,,大飯郡,おおい町,18483,27
山梨県,,,甲府市,19201,27
愛知県,,名古屋市,天白区,23116,27
愛知県,,,春日井市,23206,27
愛知県,,,豊田市,23211,27
高知県,,高岡郡,中土佐町,39401,27
高知県,,高岡郡,越知町,39403,27
鹿児島県,,,阿久根市,46206,27
北海道,檜山振興局,檜山郡,上ノ国町,01362,28
北海道,胆振総合振興局,勇払郡,厚真町,01581,28
青森県,,東津軽郡,平内町,02301,28
秋田県,,南秋田郡,八郎潟町,05363,28
栃木県,,,那須塩原市,09213,28
群馬県,,,高崎市,10202,28
群馬県,,吾妻郡,中之条町,10421,28
長野県,,下伊那郡,豊丘村,20416,28
愛知県,,,田原市,23231,28
奈良県,,吉野郡,下市町,29443,28
香川県,,,さぬき市,37206,28
福岡県,,,飯塚市,40205,28
沖縄県,,,豊見城市,47212,28
北海道,オホーツク総合振興局,常呂郡,訓子府町,01549,29
岩手県,,,一関市,03209,29
岩手県,,上閉伊郡,大槌町,03461,29
埼玉県,,,蕨市,11223,29
神奈川県,,横浜市,西区,14103,29
福井県,,三方郡,美浜町,18442,29
愛知県,,知多郡,美浜町,23446,29
大阪府,,,泉佐野市,27213,29
大阪府,,南河内郡,河南町,27382,29
高知県,,幡多郡,大月町,39424,29
青森県,,北津軽郡,板柳町,02381,30
栃木県,,那須郡,那珂川町,09411,30
長野県,,下伊那郡,天龍村,20413,30
岐阜県,,加茂郡,白川町,21506,30
奈良県,,北葛城郡,河合町,29427,30
山口県,,,長門市,35211,30
沖縄県,,国頭郡,本部町,47308,30
北海道,渡島総合振興局,松前郡,松前町,01331,31
岩手県,,下閉伊郡,普代村,03485,31
福島県,,南会津郡,只見町,07367,31
神奈川県,,横浜市,港南区,14111,31
滋賀県,,犬上郡,多賀町,25443,31
大阪府,,大阪市,西成区,27122,31
広島県,,山県郡,安芸太田町,34368,31
鹿児島県,,大島郡,喜界町,46529,31
沖縄県,,,石垣市,47207,31
青森県,,南津軽郡,藤崎町,02361,32
宮城県,,,東松島市,04214,32
福島県,,,田村市,07211,32
福島県,,耶麻郡,西会津町,07405,32
茨城県,,,常陸太田市,08212,32
埼玉県,,,上尾市,11219,32
埼玉県,,,八潮市,11234,32
福井県,,,坂井市,18210,32
長野県,,下伊那郡,大鹿村,20417,32
三重県,,,名張市,24208,32
京都府,,相楽郡,精華町,26366,32
大阪府,,泉南郡,熊取町,27361,32
島根県,,飯石郡,飯南町,32386,32
山口県,,,下関市,35201,32
香川県,,仲多度郡,まんのう町,37406,32
北海道,空知総合振興局,雨竜郡,沼田町,01438,33
北海道,オホーツク総合振興局,紋別郡,湧別町,01559,33
青森県,,西津軽郡,鰺ヶ沢町,02321,33
宮城県,,牡鹿郡,女川町,04581,33
福島県,,,南相馬市,07212,33
新潟県,,,新発田市,15206,33
福井県,,,あわら市,18208,33
大阪府,,,岸和田市,27202,33
大阪府,,豊能郡,能勢町,27322,33
兵庫県,,神戸市,垂水区,28108,33
奈良県,,,桜井市,29206,33
奈良県,,高市郡,明日香村,29402,33
広島県,,広島市,安佐南区,34105,33
北海道,檜山振興局,檜山郡,江差町,01361,34
北海道,オホーツク総合振興局,網走郡,美幌町,01543,34
北海道,胆振総合振興局,勇払郡,むかわ町,01586,34
千葉県,,長生郡,長南町,12427,34
東京都,,西多摩郡,奥多摩町,13308,34
神奈川県,,川崎市,多摩区,14135,34
愛知県,,北設楽郡,東栄町,23562,34
兵庫県,,,明石市,28203,34
和歌山県,,東牟婁郡,串本町,30428,34
広島県,,安芸郡,坂町,34309,34
愛媛県,,,大洲市,38207,34
熊本県,,,宇土市,43211,34
北海道,オホーツク総合振興局,斜里郡,斜里町,01545,35
秋田県,,,仙北市,05215,35
茨城県,,,坂東市,08228,35
石川県,,鹿島郡,中能登町,17407,35
静岡県,,,湖西市,22221,35
大阪府,,三島郡,島本町,27301,35
熊本県,,球磨郡,球磨村,43513,35
北海道,オホーツク総合振興局,,紋別市,01219,36
北海道,後志総合振興局,虻田郡,ニセコ町,01395,36
青森県,,上北郡,横浜町,02406,36
宮城県,,宮城郡,利府町,04406,36
東京都,,,江戸川区,13123,36
島根県,,仁多郡,奥出雲町,32343,36
福島県,,双葉郡,浪江町,07547,37
埼玉県,,,久喜市,11232,37
静岡県,,周智郡,森町,22461,37
奈良県,,吉野郡,吉野町,29441,37
香川県,,,東かがわ市,37207,37
佐賀県,,西松浦郡,有田町,41401,37
北海道,渡島総合振興局,茅部郡,森町,01345,38
宮城県,,柴田郡,柴田町,04323,38
栃木県,,,宇都宮市,09201,38
新潟県,,,長岡市,15202,38
石川県,,河北郡,内灘町,17365,38
長野県,,下伊那郡,阿智村,20407,38
広島県,,世羅郡,世羅町,34462,38
愛媛県,,北宇和郡,鬼北町,38488,38
佐賀県,,,伊万里市,41205,38
大分県,,,佐伯市,44205,38
東京都,,,武蔵野市,13203,39
神奈川県,,横浜市,都筑区,14118,39
福井県,,大飯郡,高浜町,18481,39
愛知県,,名古屋市,千種区,23101,39
京都府,,,京田辺市,26211,39
愛媛県,,,四国中央市,38213,39
高知県,,幡多郡,黒潮町,39428,39
熊本県,,阿蘇郡,西原村,43432,39
岩手県,,下閉伊郡,田野畑村,03484,40
福島県,,河沼郡,柳津町,07423,40
静岡県,,,熱海市,22205,40
大阪府,,,貝塚市,27208,40
大阪府,,豊能郡,豊能町,27321,40
奈良県,,北葛城郡,広陵町,29426,40
和歌山県,,,岩出市,30209,40
島根県,,,浜田市,32202,40
広島県,,神石郡,神石高原町,34545,40
北海道,石狩振興局,,北広島市,01234,41
埼玉県,,比企郡,小川町,11343,41
東京都,,,あきる野市,13228,41
富山県,,,魚津市,16204,41
三重県,,多気郡,大台町,24443,41
滋賀県,,愛知郡,愛荘町,25425,41
大阪府,,堺市,東区,27143,41
鹿児島県,,,日置市,46216,41
岩手県,,,久慈市,03207,42
栃木県,,,日光市,09206,42
千葉県,,,鴨川市,12223,42
京都府,,,宇治市,26204,42
和歌山県,,東牟婁郡,古座川町,30424,42
島根県,,隠岐郡,隠岐の島町,32528,42
宮崎県,,,宮崎市,45201,42
北海道,オホーツク総合振興局,,網走市,01211,43
北海道,宗谷総合振興局,枝幸郡,枝幸町,01514,43
埼玉県,,,三郷市,11237,43
東京都,,,八王子市,13201,43
福井県,,今立郡,池田町,18382,43
奈良県,,,葛城市,29211,43
奈良県,,磯城郡,田原本町,29363,43
岡山県,,加賀郡,吉備中央町,33681,43
沖縄県,,,宮古島市,47214,43
北海道,釧路総合振興局,,釧路市,01206,44
北海道,宗谷総合振興局,天塩郡,豊富町,01516,44
北海道,釧路総合振興局,厚岸郡,厚岸町,01662,44
秋田県,,,鹿角市,05209,44
群馬県,,利根郡,みなかみ町,10449,44
千葉県,,,成田市,12211,44
神奈川県,,高座郡,寒川町,14321,44
石川県,,,かほく市,17209,44
三重県,,,津市,24201,44
滋賀県,,,高島市,25212,44
京都府,,,京丹後市,26212,44
大阪府,,大阪市,東成区,27115,44
徳島県,,,鳴門市,36202,44
福岡県,,,宗像市,40220,44
沖縄県,,,糸満市,47210,44
北海道,釧路総合振興局,厚岸郡,浜中町,01663,45
神奈川県,,,藤沢市,14205,45
静岡県,,,牧之原市,22226,45
愛知県,,名古屋市,西区,23104,45
愛知県,,,岩倉市,23228,45
京都府,,船井郡,京丹波町,26407,45
奈良県,,北葛城郡,上牧町,29424,45
奈良県,,北葛城郡,王寺町,29425,45
鳥取県,,八頭郡,若桜町,31325,45
鳥取県,,日野郡,日野町,31402,45
沖縄県,,八重山郡,竹富町,47381,45
岩手県,,下閉伊郡,岩泉町,03483,46
秋田県,,,にかほ市,05214,46
東京都,,,西東京市,13229,46
東京都,,小笠原支庁,小笠原村,13421,46
新潟県,,新潟市,中央区,15103,46
静岡県,,浜松市,浜北区,22136,46
愛知県,,,あま市,23237,46
大阪府,,堺市,中区,27142,46
高知県,,,香美市,39212,46
北海道,釧路総合振興局,阿寒郡,鶴居村,01667,47
千葉県,,,船橋市,12204,47
石川県,,羽咋郡,宝達志水町,17386,47
岐阜県,,,岐阜市,21201,47
大阪府,,大阪市,都島区,27102,47
大阪府,,大阪市,福島区,27103,47
大阪府,,大阪市,大正区,27108,47
大阪府,,大阪市,旭区,27117,47
大阪府,,,河内長野市,27216,47
奈良県,,生駒郡,三郷町,29343,47
香川県,,小豆郡,小豆島町,37324,47
茨城県,,,潮来市,08223,48
栃木県,,,矢板市,09211,48
埼玉県,,比企郡,吉見町,11347,48
千葉県,,千葉市,美浜区,12106,48
富山県,,下新川郡,朝日町,16343,48
山梨県,,,大月市,19206,48
静岡県,,浜松市,西区,22133,48
静岡県,,,沼津市,22203,48
和歌山県,,西牟婁郡,白浜町,30401,48
熊本県,,葦北郡,芦北町,43482,48
沖縄県,,,南城市,47215,48
埼玉県,,,行田市,11206,49
香川県,,,坂出市,37203,49
香川県,,仲多度郡,多度津町,37404,49
大分県,,,別府市,44202,49
鹿児島県,,,薩摩川内市,46215,49
栃木県,,,さくら市,09214,50
神奈川県,,横浜市,青葉区,14117,50
新潟県,,新潟市,西区,15107,50
鳥取県,,,境港市,31204,50
熊本県,,,人吉市,43203,50
鹿児島県,,,南さつま市,46220,50
秋田県,,雄勝郡,羽後町,05463,51
山形県,,,新庄市,06205,51
福島県,,石川郡,石川町,07501,51
埼玉県,,,羽生市,11216,51
北海道,根室振興局,野付郡,別海町,01691,52
千葉県,,,勝浦市,12218,52
東京都,,,羽村市,13227,52
神奈川県,,横浜市,戸塚区,14110,52
神奈川県,,横浜市,瀬谷区,14114,52
福井県,,,大野市,18205,52
大阪府,,,高石市,27225,52
高知県,,,安芸市,39203,52
北海道,空知総合振興局,,深川市,01228,53
埼玉県,,さいたま市,大宮区,11103,53
埼玉県,,,加須市,11210,53
山梨県,,,都留市,19204,53
岐阜県,,,下呂市,21220,53
三重県,,,四日市市,24202,53
岡山県,,久米郡,久米南町,33663,53
福岡県,,,大牟田市,40202,53
北海道,宗谷総合振興局,礼文郡,礼文町,01517,54
栃木県,,,大田原市,09210,54
埼玉県,,比企郡,川島町,11346,54
静岡県,,,富士市,22210,54
愛知県,,,蒲郡市,23214,54
大阪府,,,泉大津市,27206,54
兵庫県,,川辺郡,猪名川町,28301,54
広島県,,,安芸高田市,34214,54
宮崎県,,,延岡市,45203,54
鹿児島県,,大島郡,瀬戸内町,46525,54
北海道,胆振総合振興局,,伊達市,01233,55
宮城県,,,気仙沼市,04205,55
石川県,,鳳珠郡,穴水町,17461,55
大阪府,,,守口市,27209,55
鳥取県,,西伯郡,大山町,31386,55
岩手県,,,遠野市,03208,56
千葉県,,夷隅郡,大多喜町,12441,56
静岡県,,静岡市,葵区,22101,56
奈良県,,,大和郡山市,29203,56
和歌山県,,東牟婁郡,那智勝浦町,30421,56
岡山県,,勝田郡,勝央町,33622,56
秋田県,,,大館市,05204,57
福島県,,双葉郡,大熊町,07545,57
神奈川県,,川崎市,幸区,14132,57
愛知県,,名古屋市,中区,23106,57
三重県,,,尾鷲市,24209,57
鳥取県,,東伯郡,三朝町,31364,57
青森県,,,平川市,02210,58
福島県,,,相馬市,07209,58
埼玉県,,,戸田市,11224,58
岐阜県,,養老郡,養老町,21341,58
静岡県,,,富士宮市,22207,58
京都府,,,木津川市,26214,58
大阪府,,大阪市,此花区,27104,58
大阪府,,大阪市,港区,27107,58
兵庫県,,加古郡,播磨町,28382,58
佐賀県,,,唐津市,41202,58
佐賀県,,,神埼市,41210,58
宮崎県,,児湯郡,西米良村,45403,58
北海道,オホーツク総合振興局,紋別郡,遠軽町,01555,59
栃木県,,,那須烏山市,09215,59
静岡県,,浜松市,南区,22134,59
静岡県,,,島田市,22209,59
大阪府,,大阪市,鶴見区,27124,59
鳥取県,,岩美郡,岩美町,31302,59
島根県,,,安来市,32206,59
岡山県,,,備前市,33211,59
大分県,,,豊後高田市,44209,59
秋田県,,,湯沢市,05207,60
岐阜県,,,大垣市,21202,60
大阪府,,大阪市,西区,27106,60
兵庫県,,,芦屋市,28206,60
静岡県,,浜松市,東区,22132,61
三重県,,,熊野市,24212,61
福井県,,,小浜市,18204,62
鳥取県,,東伯郡,北栄町,31372,62
岡山県,,,井原市,33207,62
宮城県,,,石巻市,04202,63
千葉県,,千葉市,緑区,12105,63
富山県,,,高岡市,16202,63
大阪府,,大阪市,浪速区,27111,63
広島県,,,江田島市,34215,63
熊本県,,球磨郡,五木村,43511,63
茨城県,,,行方市,08233,64
埼玉県,,さいたま市,緑区,11109,64
千葉県,,,いすみ市,12238,64
